sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction,normalizedNameKey,matchedExistingNameByNormalizedKey,refinedIssueTypes,refinedSuggestedAction,finalBucket,finalSku,finalName,finalPrimaryUnit,finalAction,finalCategory
233,Sedotan Kuning KW,SKP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning KW,SKP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning kw,Sedotan Kuning KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKP00KT6,Sedotan Kuning KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
234,Sedotan Kuning KW Jasa,SKK00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Kuning KW Jasa,SKK00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning KW Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning kw jasa,Sedotan Kuning KW Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKK00JT6,Sedotan Kuning KW Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
235,"Sedotan Kuning KW Lubang 6,5",SHP00KT65,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Kuning KW Lubang 6.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan kuning kw lubang 6.5,Sedotan Kuning KW Lubang 6.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SHP00KT65,"Sedotan Kuning KW Lubang 6,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
236,Sedotan Kuning KW Lubang 7,SKP00KT7,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning KW Lubang 7,SKP00KT7,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning KW Lubang 7,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning kw lubang 7,Sedotan Kuning KW Lubang 7,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKP00KT7,Sedotan Kuning KW Lubang 7,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
237,Sedotan Kuning KW Lurik Dop,SKLD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning KW Lurik Dop,SKLD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning kw lurik dop,Sedotan Kuning KW Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKLD0KT6,Sedotan Kuning KW Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
238,"Sedotan Kuning Lancip Lubang 5,5",SKP00WL,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Kuning Lancip Lubang 5.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan kuning lancip lubang 5.5,Sedotan Kuning Lancip Lubang 5.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SKP00WL,"Sedotan Kuning Lancip Lubang 5,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
239,"Sedotan Kuning Lancip Lubang 8,5",SKP00SL8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Kuning Lancip Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan kuning lancip lubang 8.5,Sedotan Kuning Lancip Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SKP00SL8,"Sedotan Kuning Lancip Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
240,Sedotan Kuning Lurik Dop Jasa,SKS00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Kuning Lurik Dop Jasa,SKS00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning lurik dop jasa,Sedotan Kuning Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKS00JT6,Sedotan Kuning Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
241,Sedotan Kuning Lurik Dop Lancip,SKLD0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning Lurik Dop Lancip,SKLD0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Lurik Dop Lancip,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning lurik dop lancip,Sedotan Kuning Lurik Dop Lancip,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKLD0SL6,Sedotan Kuning Lurik Dop Lancip,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
242,Sedotan Kuning Lurik Dop Lancip Lubang 6,BJ000023,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning Lurik Dop Lancip Lubang 6,BJ000023,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Lurik Dop Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning lurik dop lancip lubang 6,Sedotan Kuning Lurik Dop Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000023,Sedotan Kuning Lurik Dop Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
243,Sedotan Kuning Lurik Dop Lubang 6,SKLD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning Lurik Dop Lubang 6,SKLD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning lurik dop lubang 6,Sedotan Kuning Lurik Dop Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKLD0ST6,Sedotan Kuning Lurik Dop Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
244,"Sedotan Kuning Lurik Dop Lubang 6,2",SKLD0ST2,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Kuning Lurik Dop Lubang 6,2",SKLD0ST2,KG,Produk FINISHED GOOD Rafia,"Sedotan Kuning Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning lurik dop lubang 6.2,"Sedotan Kuning Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKLD0ST2,"Sedotan Kuning Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
246,Sedotan Kuning Lurik Hijau 200gr,BJ000013,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Kuning Lurik Hijau 200gr,BJ000013,PCS,Produk FINISHED GOOD Rafia,Sedotan Kuning Lurik Hijau 200gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan kuning lurik hijau 200gr,Sedotan Kuning Lurik Hijau 200gr,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,BJ000013,Sedotan Kuning Lurik Hijau 200gr,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
247,Sedotan Kuning Steril Full Printing,SKS00WL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Kuning Steril Full Printing,SKS00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Kuning Steril Full Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME,sedotan kuning steril full printing,Sedotan Kuning Steril Full Printing,UNIT_NEEDS_NORMALIZATION;NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME,SAFE_EXISTING_UPDATE,SKS00WL-11,Sedotan Kuning Steril Full Printing,PCS,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
248,Sedotan Kuning Super,SKP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning Super,SKP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning super,Sedotan Kuning Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKP00ST6,Sedotan Kuning Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
249,Sedotan Kuning Super 3,SKP00WT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Kuning Super 3,SKP00WT6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Super 3,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning super 3,Sedotan Kuning Super 3,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKP00WT6,Sedotan Kuning Super 3,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
250,Sedotan Kuning Super Jasa,SKP00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Kuning Super Jasa,SKP00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Kuning Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan kuning super jasa,Sedotan Kuning Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKP00JT6,Sedotan Kuning Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
251,"Sedotan Kuning Tumpul Lubang 8,5",SKP00ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Kuning Tumpul Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan kuning tumpul lubang 8.5,Sedotan Kuning Tumpul Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SKP00ST8,"Sedotan Kuning Tumpul Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
252,"Sedotan Kuning Tumpul Lubang 8,5 Jasa",SKP00JT8,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,,,,,Sedotan Kuning Tumpul Lubang 8.5 Jasa,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan kuning tumpul lubang 8.5 jasa,Sedotan Kuning Tumpul Lubang 8.5 Jasa,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SKP00JT8,"Sedotan Kuning Tumpul Lubang 8,5 Jasa",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
253,Sedotan Los Bening Lurik Pink Putih,SBLPDKT6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Bening Lurik Pink Putih,SBLPDKT6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Bening Lurik Pink Putih,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los bening lurik pink putih,Sedotan Los Bening Lurik Pink Putih,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBLPDKT6-00,Sedotan Los Bening Lurik Pink Putih,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
254,Sedotan Los Bening Super,SBP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Bening Super,SBP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Bening Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los bening super,Sedotan Los Bening Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SBP00ST6-00,Sedotan Los Bening Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
255,Sedotan Los Hijau Lurik Dop,SJPLD0KT6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Hijau Lurik Dop,SJPLD0KT6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Hijau Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los hijau lurik dop,Sedotan Los Hijau Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJPLD0KT6-00,Sedotan Los Hijau Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
256,Sedotan Los Hijau Super,SJP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Hijau Super,SJP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Hijau Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los hijau super,Sedotan Los Hijau Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SJP00ST6-00,Sedotan Los Hijau Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
257,Sedotan Los Kuning Lurik Dop,SKLD0KT6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Kuning Lurik Dop,SKLD0KT6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Kuning Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los kuning lurik dop,Sedotan Los Kuning Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKLD0KT6-00,Sedotan Los Kuning Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
258,Sedotan Los Kuning Super,SKP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Kuning Super,SKP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Kuning Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los kuning super,Sedotan Los Kuning Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SKP00ST6-00,Sedotan Los Kuning Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
259,Sedotan Los Merah Lurik Dop,SMLD0KT-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Merah Lurik Dop,SMLD0KT-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Merah Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los merah lurik dop,Sedotan Los Merah Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMLD0KT-00,Sedotan Los Merah Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
260,Sedotan Los Merah Super,SMP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Merah Super,SMP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Merah Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los merah super,Sedotan Los Merah Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMP00ST6-00,Sedotan Los Merah Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
261,Sedotan Los Pink Lurik Dop,SPLD0KT6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Pink Lurik Dop,SPLD0KT6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Pink Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los pink lurik dop,Sedotan Los Pink Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPLD0KT6-00,Sedotan Los Pink Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
262,Sedotan Los Pink Super,SPP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Pink Super,SPP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Pink Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los pink super,Sedotan Los Pink Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SPP00ST6-00,Sedotan Los Pink Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
263,Sedotan Los Putih Dop Super,SDP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Putih Dop Super,SDP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Putih Dop Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los putih dop super,Sedotan Los Putih Dop Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SDP00ST6-00,Sedotan Los Putih Dop Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
264,Sedotan Los Ungu Lurik Dop,SULD0KT6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Ungu Lurik Dop,SULD0KT6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Ungu Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los ungu lurik dop,Sedotan Los Ungu Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SULD0KT6-00,Sedotan Los Ungu Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
265,Sedotan Los Ungu Super,SUP00ST6-00,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Los Ungu Super,SUP00ST6-00,KG,Produk FINISHED GOOD Rafia,Sedotan Los Ungu Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan los ungu super,Sedotan Los Ungu Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SUP00ST6-00,Sedotan Los Ungu Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
266,Sedotan Merah KW,SMP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Merah KW,SMP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah kw,Sedotan Merah KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMP00KT6,Sedotan Merah KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
267,Sedotan Merah KW Jasa,SMK00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Merah KW Jasa,SMK00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah KW Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah kw jasa,Sedotan Merah KW Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMK00JT6,Sedotan Merah KW Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
268,Sedotan Merah KW Lubang 7,SMP00KT7,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Merah KW Lubang 7,SMP00KT7,KG,Produk FINISHED GOOD Rafia,Sedotan Merah KW Lubang 7,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah kw lubang 7,Sedotan Merah KW Lubang 7,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMP00KT7,Sedotan Merah KW Lubang 7,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
269,Sedotan Merah KW Lurik Dop,SMLD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Merah KW Lurik Dop,SMLD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah kw lurik dop,Sedotan Merah KW Lurik Dop,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMLD0KT6,Sedotan Merah KW Lurik Dop,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
270,Sedotan Merah Lurik Dop Jasa,SMS00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Merah Lurik Dop Jasa,SMS00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah lurik dop jasa,Sedotan Merah Lurik Dop Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMS00JT6,Sedotan Merah Lurik Dop Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
271,Sedotan Merah Lurik Dop Lancip Lubang 6,BJ000020,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Merah Lurik Dop Lancip Lubang 6,BJ000020,KG,Produk FINISHED GOOD Rafia,Sedotan Merah Lurik Dop Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah lurik dop lancip lubang 6,Sedotan Merah Lurik Dop Lancip Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,BJ000020,Sedotan Merah Lurik Dop Lancip Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
272,Sedotan Merah Lurik Dop Lubang 6,SMLD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Merah Lurik Dop Lubang 6,SMLD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah lurik dop lubang 6,Sedotan Merah Lurik Dop Lubang 6,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMLD0ST6,Sedotan Merah Lurik Dop Lubang 6,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
273,"Sedotan Merah Lurik Dop Lubang 6,2",SMLD0ST62,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Merah Lurik Dop Lubang 6,2",SMLD0ST62,KG,Produk FINISHED GOOD Rafia,"Sedotan Merah Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah lurik dop lubang 6.2,"Sedotan Merah Lurik Dop Lubang 6,2",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMLD0ST62,"Sedotan Merah Lurik Dop Lubang 6,2",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
275,"Sedotan Merah Lurik Dop Lubang 8,5",SMLD0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Merah Lurik Dop Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,sedotan merah lurik dop lubang 8.5,Sedotan Merah Lurik Dop Lubang 8.5,NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,SMLD0ST8,"Sedotan Merah Lurik Dop Lubang 8,5",KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
276,Sedotan Merah Super,SMP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Merah Super,SMP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah super,Sedotan Merah Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMP00ST6,Sedotan Merah Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
278,Sedotan Merah Super Jasa,SMP00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Merah Super Jasa,SMP00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Merah Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,sedotan merah super jasa,Sedotan Merah Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,SMP00JT6,Sedotan Merah Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
